Drug,geneName,log2FoldChange,padj no NA
Enzalutamide,AL138785.1,-0.199283421,1
Enzalutamide,SRSF4,-0.072840769,1
Enzalutamide,MECR,0.008495833,1
Enzalutamide,AL590729.1,-0.002385585,1
Enzalutamide,PTPRU,-0.001607319,1
Enzalutamide,LINC01756,-0.145511415,1
Enzalutamide,MATN1,0.365983513,1
Enzalutamide,MATN1-AS1,0.052390291,1
Enzalutamide,LAPTM5,0.242511803,1
Enzalutamide,LINC01778,-0.063699503,1
Enzalutamide,SDC3,-0.130540635,1
Enzalutamide,PUM1,-0.074929285,1
Enzalutamide,NKAIN1,-0.493161957,1
Enzalutamide,SNRNP40,-0.143911793,1
Enzalutamide,AC114495.2,-0.11340351,1
Enzalutamide,ZCCHC17,-0.104131732,1
Enzalutamide,FABP3,0.30368801,1
Enzalutamide,SERINC2,-0.01235704,1
Enzalutamide,TINAGL1,0.328607732,1
Enzalutamide,HCRTR1,-1.856300322,1
Enzalutamide,PEF1,-0.070076023,1
Enzalutamide,AC114488.2,1.995493099,1
Enzalutamide,AC114488.3,0.007140079,1
Enzalutamide,COL16A1,-0.061958977,1
Enzalutamide,ADGRB2,-0.163253399,1
Enzalutamide,AL354919.2,-0.954642123,1
Enzalutamide,SPOCD1,0.475938064,1
Enzalutamide,PTP4A2,-0.020022372,1
Enzalutamide,AL136115.1,-0.007684643,1
Enzalutamide,KHDRBS1,-0.028219343,1
Enzalutamide,AL445248.1,-0.014222976,1
Enzalutamide,TMEM39B,0.064475337,1
Enzalutamide,KPNA6,-0.054884456,1
Enzalutamide,TXLNA,-0.075538177,1
Enzalutamide,CCDC28B,0.008511168,1
Enzalutamide,AL049795.1,-1.795751673,1
Enzalutamide,IQCC,0.003698501,1
Enzalutamide,DCDC2B,-0.180517155,1
Enzalutamide,TMEM234,-0.023684404,1
Enzalutamide,EIF3I,-0.085524436,1
Enzalutamide,MTMR9LP,-0.232364615,1
Enzalutamide,FAM167B,-0.387384317,1
Enzalutamide,LCK,2.939857544,1
Enzalutamide,HDAC1,-0.041068946,1
Enzalutamide,MARCKSL1,-0.060682775,1
Enzalutamide,AL109945.1,1.211411277,1
Enzalutamide,TSSK3,0.570867014,1
Enzalutamide,FAM229A,-0.050037169,1
Enzalutamide,BSDC1,-0.102282003,1
Enzalutamide,GAPDHP20,0.968921704,1
Enzalutamide,ZBTB8B,-0.097354671,1
Enzalutamide,ZBTB8A,-0.287888207,1
Enzalutamide,ZBTB8OS,0.093701363,1
Enzalutamide,RBBP4,-0.050581434,1
Enzalutamide,SYNC,0.007140102,1
Enzalutamide,AC114489.1,-0.95465378,1
Enzalutamide,KIAA1522,-0.125604292,1
Enzalutamide,YARS,0.018327068,1
Enzalutamide,S100PBP,-0.007763775,1
Enzalutamide,FNDC5,0.301698831,1
Enzalutamide,HPCA,0.290304489,1
Enzalutamide,TMEM54,-0.012368285,1
Enzalutamide,RNF19B,-0.136545132,1
Enzalutamide,AL031602.1,-1.896854093,1
Enzalutamide,AL355864.1,-1.473726058,1
Enzalutamide,AL355864.2,1.859521887,1
Enzalutamide,AL020995.1,0,1
Enzalutamide,AK2,-0.020604303,1
Enzalutamide,AZIN2,-0.040320634,1
Enzalutamide,AL662907.1,-0.203566299,1
Enzalutamide,TRIM62,-0.124066948,1
Enzalutamide,AL662907.2,0.445269654,1
Enzalutamide,ZNF362,-0.029411491,1
Enzalutamide,AL513327.3,-0.130457707,1
Enzalutamide,A3GALT2,-1.469756538,1
Enzalutamide,AL513327.1,0.220786812,1
Enzalutamide,PHC2,-0.044998862,1
Enzalutamide,MIR3605,0,1
Enzalutamide,RN7SKP16,0.26119296,1
Enzalutamide,AL513327.2,-0.286892593,1
Enzalutamide,ZSCAN20,-0.071463546,1
Enzalutamide,SMIM12,-0.035028451,1
Enzalutamide,AL122010.1,0.216311832,1
Enzalutamide,DLGAP3,-0.148303012,1
Enzalutamide,AC114490.3,0.29042581,1
Enzalutamide,AC114490.1,0.232365625,1
Enzalutamide,TMEM35B,0.342314376,1
Enzalutamide,ZMYM6,0.174334126,1
Enzalutamide,ZMYM1,0.245484726,1
Enzalutamide,EFCAB14P1,0,1
Enzalutamide,SFPQ,-0.085477629,1
Enzalutamide,ZMYM4,0.046760579,1
Enzalutamide,RPL5P4,-0.018052819,1
Enzalutamide,KIAA0319L,0.053358004,1
Enzalutamide,NCDN,-0.016366891,1
Enzalutamide,AC004865.2,0.608663425,1
Enzalutamide,TFAP2E,0.191331582,1
Enzalutamide,PSMB2,-0.013989048,1
Enzalutamide,C1orf216,-0.035256831,1
Enzalutamide,CLSPN,0.083368289,1
Enzalutamide,AL354864.1,-1.465376811,1
Enzalutamide,AGO4,0.185115817,1
Enzalutamide,AGO1,-0.034816782,1
Enzalutamide,AGO3,0.045367132,1
Enzalutamide,AL138787.1,1.851412212,1
Enzalutamide,TEKT2,0.272474948,1
Enzalutamide,ADPRHL2,-0.060447782,1
Enzalutamide,COL8A2,-0.673908582,1
Enzalutamide,TRAPPC3,-0.065110142,1
Enzalutamide,MAP7D1,-0.55953535,1
Enzalutamide,THRAP3,-0.323803305,1
Enzalutamide,SH3D21,-0.39241648,1
Enzalutamide,EVA1B,-0.330902759,1
Enzalutamide,AL591845.1,-0.657727445,1
Enzalutamide,STK40,-0.217467713,1
Enzalutamide,LSM10,-0.053088351,1
Enzalutamide,OSCP1,-0.131754313,1
Enzalutamide,SNORA63C,0,1
Enzalutamide,MRPS15,-0.042848376,1
Enzalutamide,CSF3R,0.007140103,1
Enzalutamide,LINC01137,0.146196637,1
Enzalutamide,ZC3H12A,0.024169322,1
Enzalutamide,MEAF6,-0.164683538,1
Enzalutamide,MIR5581,-0.685921131,1
Enzalutamide,SNIP1,-0.145531366,1
Enzalutamide,FTH1P1,-2.695295562,1
Enzalutamide,AL034379.1,0.159234769,1
Enzalutamide,DNALI1,0.116900569,1
Enzalutamide,GNL2,0.05031102,1
Enzalutamide,AL513220.1,0,1
Enzalutamide,C1orf109,0.048881345,1
Enzalutamide,CDCA8,-0.066276371,1
Enzalutamide,EPHA10,0.002565254,1
Enzalutamide,ACTN4P2,-0.895006843,1
Enzalutamide,MANEAL,0.032481466,1
Enzalutamide,YRDC,-0.148168183,1
Enzalutamide,C1orf122,-0.101012848,1
Enzalutamide,MTF1,-0.014494041,1
Enzalutamide,INPP5B,0.155371059,1
Enzalutamide,RF00092,0.968922577,1
Enzalutamide,SF3A3,-0.048712684,1
Enzalutamide,RNU6-510P,0.237323555,1
Enzalutamide,FHL3,-0.03432501,1
Enzalutamide,UTP11,-0.017584827,1
Enzalutamide,POU3F1,0.425021207,1
Enzalutamide,AL139158.2,-1.203251228,1
Enzalutamide,AL354702.1,-0.930150485,1
Enzalutamide,RRAGC,-0.01523333,1
Enzalutamide,AL139260.1,0.342848647,1
Enzalutamide,MYCBP,-0.024420556,1
Enzalutamide,GJA9-MYCBP,-0.589549037,1
Enzalutamide,GJA9,-1.014067696,1
Enzalutamide,RHBDL2,0.263596749,1
Enzalutamide,AKIRIN1,-0.079252516,1
Enzalutamide,NDUFS5,0.033306286,1
Enzalutamide,MACF1,0.105253774,1
Enzalutamide,BMP8A,0.105923945,1
Enzalutamide,OXCT2P1,0.567651074,1
Enzalutamide,PPIEL,0.43183114,1
Enzalutamide,PABPC4,-0.090088551,1
Enzalutamide,AL365277.1,-0.417376541,1
Enzalutamide,SNORA55,-1.617739953,1
Enzalutamide,NT5C1A,0.968934885,1
Enzalutamide,HPCAL4,-0.013013918,1
Enzalutamide,PPIE,-0.027555247,1
Enzalutamide,BMP8B,-0.265560584,1
Enzalutamide,OXCT2,0.649812769,1
Enzalutamide,AL033527.3,-1.330670874,1
Enzalutamide,TRIT1,-0.038289279,1
Enzalutamide,MYCL,-0.557644142,0.314043701
Enzalutamide,AL033527.2,-1.013400806,1
Enzalutamide,MFSD2A,-0.02746271,1
Enzalutamide,AL663070.1,0.01452521,1
Enzalutamide,CAP1,-0.033949787,1
Enzalutamide,PPT1,-0.017272693,1
Enzalutamide,AL512599.1,-0.954648973,1
Enzalutamide,RLF,0.055551925,1
Enzalutamide,AL050341.2,0.281492903,1
Enzalutamide,ZMPSTE24,0.033055186,1
Enzalutamide,AL050341.1,0.007140038,1
Enzalutamide,COL9A2,-0.060121758,1
Enzalutamide,AL031985.2,0.332382468,1
Enzalutamide,SMAP2,0.036290669,1
Enzalutamide,AL031985.4,-0.019699925,1
Enzalutamide,ZFP69B,0.111723726,1
Enzalutamide,AL031985.3,-0.080253948,1
Enzalutamide,AL603839.4,0.007140035,1
Enzalutamide,ZFP69,-0.712133832,1
Enzalutamide,AL603839.3,-0.088446157,1
Enzalutamide,EXO5,0.178500343,1
Enzalutamide,AL603839.2,1.740558685,1
Enzalutamide,ZNF684,0.467027869,1
Enzalutamide,RIMS3,-0.08644826,1
Enzalutamide,AL031289.1,1.789777076,1
Enzalutamide,NFYC-AS1,0.321282598,1
Enzalutamide,NFYC,-0.03115203,1
Enzalutamide,KCNQ4,-0.085562169,1
Enzalutamide,CITED4,-0.250432172,1
Enzalutamide,CTPS1,-0.061899777,1
Enzalutamide,SLFNL1-AS1,0.219895786,1
Enzalutamide,SLFNL1,0.484446337,1
Enzalutamide,SCMH1,-0.077867422,1
Enzalutamide,AC093151.3,1.86967426,1
Enzalutamide,FOXO6,0.239045138,1
Enzalutamide,EDN2,0.4407846,1
Enzalutamide,HIVEP3,0.061988199,1
Enzalutamide,AL445933.1,2.700203029,1
Enzalutamide,FOXJ3,0.072340782,1
Enzalutamide,AC096540.1,0.195788939,1
Enzalutamide,RIMKLA,0.0350534,1
Enzalutamide,ZMYND12,0.294989468,1
Enzalutamide,PPCS,0.085664136,1
Enzalutamide,CCDC30,-0.109084865,1
Enzalutamide,TMSB4XP1,0.896214577,1
Enzalutamide,AL445669.2,0.007140071,1
Enzalutamide,PPIH,0.181491447,1
Enzalutamide,AC098484.4,-0.215980895,1
Enzalutamide,AC098484.2,-1.891773984,1
Enzalutamide,YBX1,-0.073373053,1
Enzalutamide,P3H1,-0.029177105,1
Enzalutamide,C1orf50,0.082787213,1
Enzalutamide,TMEM269,-0.503090429,1
Enzalutamide,SVBP,0.123859991,1
Enzalutamide,ERMAP,0.030677498,1
Enzalutamide,AL512353.1,-0.195449045,1
Enzalutamide,ZNF691,0.062003339,1
Enzalutamide,ATP6V1E1P1,-0.637850744,1
Enzalutamide,SLC2A1,-0.197786723,1
Enzalutamide,SLC2A1-AS1,-0.159401861,1
Enzalutamide,AC099795.1,-1.863838942,1
Enzalutamide,FAM183A,0.028146614,1
Enzalutamide,EBNA1BP2,0.010483492,1
Enzalutamide,CFAP57,0.607620662,1
Enzalutamide,TMEM125,-0.052548735,1
Enzalutamide,C1orf210,-0.08324706,1
Enzalutamide,TIE1,0.968930715,1
Enzalutamide,MPL,-0.51518849,1
Enzalutamide,AL139289.2,-0.228180876,1
Enzalutamide,CDC20,-0.059750814,1
Enzalutamide,ELOVL1,-0.093916953,1
Enzalutamide,MED8,0.004898796,1
Enzalutamide,AL139289.1,-0.80354775,1
Enzalutamide,SZT2,-0.026204381,1
Enzalutamide,HYI-AS1,0,1
Enzalutamide,PTPRF,-0.05443059,1
Enzalutamide,KDM4A,0.014516573,1
Enzalutamide,KDM4A-AS1,0.088135867,1
Enzalutamide,ST3GAL3,0.315394495,1
Enzalutamide,SHMT1P1,-3.427659104,1
Enzalutamide,ARTN,-0.04238894,1
Enzalutamide,AL357079.1,-0.035530174,1
Enzalutamide,IPO13,-0.184680043,1
Enzalutamide,AL357079.2,-1.110705555,1
Enzalutamide,DPH2,-0.035000907,1
Enzalutamide,ATP6V0B,-0.016312055,1
Enzalutamide,B4GALT2,-0.088321764,1
Enzalutamide,CCDC24,0.091783214,1
Enzalutamide,SLC6A9,0.136630257,1
Enzalutamide,AL139220.2,0.121897378,1
Enzalutamide,AL356653.1,-0.881659065,1
Enzalutamide,DMAP1,-0.032826109,1
Enzalutamide,ERI3,-0.042114526,1
Enzalutamide,ERI3-IT1,0.011495021,1
Enzalutamide,RNF220,-0.033715713,1
Enzalutamide,TMEM53,-0.151088102,1
Enzalutamide,ARMH1,0.364065019,1
Enzalutamide,RNU5D-1,1.847714514,1
Enzalutamide,KIF2C,-0.008813986,1
Enzalutamide,AL592166.1,0.750833068,1
Enzalutamide,RPS8,-0.016277966,1
Enzalutamide,SNORD46,-0.494797215,1
Enzalutamide,SNORD38A,1.01201761,1
Enzalutamide,RPS15AP11,0.29943056,1
Enzalutamide,BEST4,0.992503779,1
Enzalutamide,PLK3,0.236911497,1
Enzalutamide,TCTEX1D4,0.277709263,1
Enzalutamide,BTBD19,0.572573233,1
Enzalutamide,PTCH2,0.244509379,1
Enzalutamide,AL136380.1,0.236821399,1
Enzalutamide,EIF2B3,-0.025330907,1
Enzalutamide,PPIAP35,-0.58214004,1
Enzalutamide,MRPS17P1,-0.557605744,1
Enzalutamide,HECTD3,-0.019675834,1
Enzalutamide,UROD,0.003681268,1
Enzalutamide,ZSWIM5,0.16741868,1
Enzalutamide,LINC01144,-0.027338344,1
Enzalutamide,HPDL,-1.127570267,1
Enzalutamide,MUTYH,-0.066494733,1
Enzalutamide,TOE1,-0.080317897,1
Enzalutamide,TESK2,0.147569054,1
Enzalutamide,CCDC163,-0.009779206,1
Enzalutamide,MMACHC,-0.031157387,1
Enzalutamide,PRDX1,-0.019386767,1
Enzalutamide,AKR1A1,-0.041937397,1
Enzalutamide,AL355480.3,0.721635793,1
Enzalutamide,AL355480.1,-0.162516923,1
Enzalutamide,NASP,0.114138756,1
Enzalutamide,CCDC17,0.944401605,1
Enzalutamide,GPBP1L1,0.093299484,1
Enzalutamide,RPS15AP10,-0.969928219,1
Enzalutamide,AL604028.2,-0.771096568,1
Enzalutamide,TMEM69,0.07534241,1
Enzalutamide,IPP,0.066260721,1
Enzalutamide,AL604028.1,-0.154213029,1
Enzalutamide,AL603882.1,0.000514827,1
Enzalutamide,MAST2,-0.077932248,1
Enzalutamide,PIK3R3,0.308730249,1
Enzalutamide,AL358075.1,0,1
Enzalutamide,AL358075.2,0.16064368,1
Enzalutamide,TSPAN1,0.018107963,1
Enzalutamide,POMGNT1,-0.035419432,1
Enzalutamide,LURAP1,0.007140036,1
Enzalutamide,RAD54L,0.029631883,1
Enzalutamide,LRRC41,-0.079739864,1
Enzalutamide,UQCRH,-0.017633283,1
Enzalutamide,NSUN4,-0.018285808,1
Enzalutamide,FAAH,-0.044136935,1
Enzalutamide,FAAHP1,-1.316809114,1
Enzalutamide,DMBX1,-0.215410075,1
Enzalutamide,MKNK1-AS1,-0.407978521,1
Enzalutamide,MKNK1,-0.053572194,1
Enzalutamide,MOB3C,0.011374573,1
Enzalutamide,ATPAF1,-0.029363408,1
Enzalutamide,NENFP1,0.007140057,1
Enzalutamide,TEX38,-0.402062055,1
Enzalutamide,EFCAB14-AS1,0.708141098,1
Enzalutamide,EFCAB14,0.044593961,1
Enzalutamide,CYP4B1,0.642637445,1
Enzalutamide,CYP4X1,-0.889513783,1
Enzalutamide,CYP4Z1,0.968933413,1
Enzalutamide,CYP4A22-AS1,0.257387463,1
Enzalutamide,LINC00853,-0.026640764,1
Enzalutamide,PDZK1IP1,0.140684862,1
Enzalutamide,TAL1,1.409883788,1
Enzalutamide,STIL,0.07964218,1
Enzalutamide,CMPK1,0.053365143,1
Enzalutamide,LINC01389,1.253324118,1
Enzalutamide,FOXD2-AS1,0.364698855,1
Enzalutamide,FOXD2,0.166009029,1
Enzalutamide,TRABD2B,0.227693571,1
Enzalutamide,AC096541.1,0.00714009,1
Enzalutamide,AL356289.3,-0.954648606,1
Enzalutamide,SLC5A9,0.968929059,1
Enzalutamide,SPATA6,0.026348826,1
Enzalutamide,AL356968.2,-0.095715055,1
Enzalutamide,AGBL4,0.453928409,1
Enzalutamide,BEND5,1.463329448,1
Enzalutamide,AL596275.1,0.004864599,1
Enzalutamide,FAF1,-0.014145876,1
Enzalutamide,PHBP12,0.978215463,1
Enzalutamide,CDKN2C,-0.067625119,1
Enzalutamide,CFL1P2,0.007140102,1
Enzalutamide,LINC01562,0.22886201,1
Enzalutamide,RNF11,-0.009236525,1
Enzalutamide,AL162430.1,-0.0398928,1
Enzalutamide,TTC39A,0.004470972,1
Enzalutamide,TTC39A-AS1,0.215756204,1
Enzalutamide,EPS15,-0.114479507,1
Enzalutamide,AL671986.1,0.031453492,1
Enzalutamide,AC104170.2,0.000634935,1
Enzalutamide,AC104170.1,-0.232484839,1
Enzalutamide,CALR4P,0.318228728,1
Enzalutamide,OSBPL9,-0.075836954,1
Enzalutamide,NRDC,0.055452465,1
Enzalutamide,AL050343.1,1.169957419,1
Enzalutamide,RAB3B,-0.31885673,1
Enzalutamide,TXNDC12,0.037976704,1
Enzalutamide,KTI12,-0.172754783,1
Enzalutamide,AL445685.1,-0.889444366,1
Enzalutamide,TXNDC12-AS1,1.308041684,1
Enzalutamide,BTF3L4,0.079927736,1
Enzalutamide,ZFYVE9,-0.015884519,1
Enzalutamide,AL139156.2,-1.485590374,0.833617226
Enzalutamide,CC2D1B,-0.204209076,1
Enzalutamide,AL513218.1,-0.023625717,1
Enzalutamide,PLA2G12AP1,0.136401221,1
Enzalutamide,ORC1,-0.13598208,1
Enzalutamide,PRPF38A,-0.002525114,1
Enzalutamide,TUT4,0.067595776,1
Enzalutamide,AL591167.1,0.399531222,1
Enzalutamide,EEF1GP7,0,1
Enzalutamide,SHISAL2A,-3.433605413,1
Enzalutamide,COA7,0.007145601,1
Enzalutamide,ZYG11B,0.029184643,1
Enzalutamide,RPS13P2,0.206382762,1
Enzalutamide,ZYG11A,0.815328201,1
Enzalutamide,ECHDC2,0.073718201,1
Enzalutamide,AC099677.1,0.526876989,1
Enzalutamide,SCP2,0.125835471,1
Enzalutamide,AL445183.3,1.857868729,1
Enzalutamide,SLC1A7,0.968930923,1
Enzalutamide,CPT2,-0.085973267,1
Enzalutamide,AL606760.2,1.912604055,1
Enzalutamide,C1orf123,0.001411616,1
Enzalutamide,AL606760.3,1.38177618,1
Enzalutamide,MAGOH,0.027254582,1
Enzalutamide,AL606760.1,0.09334672,1
Enzalutamide,LRP8,0.019466658,1
Enzalutamide,AL355483.1,0.007140087,1
Enzalutamide,AL355483.3,1.791012251,1
Enzalutamide,LINC01771,-0.071226913,1
Enzalutamide,GLIS1,0.32635372,1
Enzalutamide,NDC1,0.058904533,1
Enzalutamide,YIPF1,-0.053502859,1
Enzalutamide,DIO1,0.254699052,1
Enzalutamide,HSPB11,0.102529143,1
Enzalutamide,LRRC42,0.042251492,1
Enzalutamide,HNRNPA3P12,0.174050781,1
Enzalutamide,LDLRAD1,-0.869976466,1
Enzalutamide,TMEM59,0.034281713,1
Enzalutamide,AL353898.3,-0.035165152,1
Enzalutamide,TCEANC2,0.091233309,1
Enzalutamide,AL357673.1,0.968931927,1
Enzalutamide,CYB5RL,0.038081105,1
Enzalutamide,MRPL37,-0.005203162,1
Enzalutamide,SSBP3,0.133529052,1
Enzalutamide,SSBP3-AS1,-0.504079145,1
Enzalutamide,ACOT11,0.08904221,1
Enzalutamide,FAM151A,-0.639046983,1
Enzalutamide,TTC4,-0.000876203,1
Enzalutamide,PARS2,-0.054916814,1
Enzalutamide,LEXM,0.00714008,1
Enzalutamide,DHCR24,-0.296483484,1
Enzalutamide,AC096536.2,0.376743489,1
Enzalutamide,DHCR24-DT,0.265905726,1
Enzalutamide,TMEM61,0.16423443,1
Enzalutamide,PCSK9,-0.553564294,1
Enzalutamide,USP24,0.009373264,1
Enzalutamide,GYG1P3,0.00714009,1
Enzalutamide,AC119674.2,-0.883501055,1
Enzalutamide,LINC01767,1.214715046,1
Enzalutamide,PLPP3,0.027044133,1
Enzalutamide,AC099789.1,0.126044547,1
Enzalutamide,PRKAA2,-0.148913422,1
Enzalutamide,FYB2,0.131401445,1
Enzalutamide,DAB1,0.734710109,1
Enzalutamide,HNRNPA1P6,-0.023001225,1
Enzalutamide,RPS26P15,-0.09907305,1
Enzalutamide,OMA1,-0.084287033,1
Enzalutamide,TACSTD2,-0.359362406,1
Enzalutamide,AL035411.1,0.03846529,1
Enzalutamide,MYSM1,0.627441267,1
Enzalutamide,JUN,-0.14964306,1
Enzalutamide,LINC01135,0.283913522,1
Enzalutamide,AL136985.2,-0.858894344,1
Enzalutamide,AC105277.1,0.084054319,1
Enzalutamide,PHBP3,0.438697353,1
Enzalutamide,HSD52,0.407020732,1
Enzalutamide,AC093424.1,0.007140091,1
Enzalutamide,FGGY,-0.118803498,1
Enzalutamide,HOOK1,0.141469066,1
Enzalutamide,CYP2J2,0.086274844,1
Enzalutamide,PGBD4P8,0.225419219,1
Enzalutamide,LINC01748,0.095758441,1
Enzalutamide,NFIA,0.008355003,1
Enzalutamide,NFIA-AS1,0.968935103,1
Enzalutamide,TM2D1,0.042430032,1
Enzalutamide,AC099791.2,-0.867419096,1
Enzalutamide,PATJ,-0.007059109,1
Enzalutamide,L1TD1,0,1
Enzalutamide,KANK4,1.114862737,1
Enzalutamide,USP1,0.124175305,1
Enzalutamide,DOCK7,-0.124401397,1
Enzalutamide,ANGPTL3,1.75147395,1
Enzalutamide,AC103923.1,-0.257644981,1
Enzalutamide,ATG4C,-0.188295927,1
Enzalutamide,LINC00466,0.486241297,1
Enzalutamide,FOXD3-AS1,0.054171445,1
Enzalutamide,FOXD3,-0.372473576,1
Enzalutamide,ALG6,-0.052244273,1
Enzalutamide,ITGB3BP,0.261403079,1
Enzalutamide,EFCAB7,-0.10966994,1
Enzalutamide,DLEU2L,0.335472091,1
Enzalutamide,PGM1,-0.071329753,1
Enzalutamide,RN7SL130P,0.898203128,1
Enzalutamide,ROR1,-0.555068994,1
Enzalutamide,CFL1P3,0.00714007,1
Enzalutamide,AL445205.1,1.957625652,1
Enzalutamide,CACHD1,0.279405006,1
Enzalutamide,RAVER2,0.039402635,1
Enzalutamide,JAK1,0.372663054,1
Enzalutamide,AK4,-0.10747286,1
Enzalutamide,DNAJC6,-0.063377656,1
Enzalutamide,LEPROT,-0.031883942,1
Enzalutamide,LEPR,0.916779062,1
Enzalutamide,PDE4B,-0.430114059,1
Enzalutamide,SGIP1,-1.317683396,1
Enzalutamide,INSL5,-0.167914741,1
Enzalutamide,WDR78,0.103244515,1
Enzalutamide,MIER1,0.064835857,1
Enzalutamide,SLC35D1,-0.59401063,1
Enzalutamide,IL12RB2,-1.462793061,1
Enzalutamide,SERBP1,0.0224599,1
Enzalutamide,RNU6-387P,1.754924606,1
Enzalutamide,GADD45A,0.179823539,1
Enzalutamide,GNG12,0.006694054,1
Enzalutamide,GNG12-AS1,0.428355941,1
Enzalutamide,DIRAS3,-0.591768528,1
Enzalutamide,WLS,0.00967794,1
Enzalutamide,CTBP2P8,0.185794301,1
Enzalutamide,RPS7P4,-0.556616387,1
Enzalutamide,RPE65,0.743719631,1
Enzalutamide,DEPDC1,0.124799576,1
Enzalutamide,AL138789.1,-1.585764968,1
Enzalutamide,DEPDC1-AS1,0.405715962,1
Enzalutamide,AL035412.1,-1.469178018,1
Enzalutamide,LINC01758,-2.201405348,1
Enzalutamide,LRRC7,0.682188595,1
Enzalutamide,LRRC40,0.336492072,1
Enzalutamide,SRSF11,0.108215733,1
Enzalutamide,ANKRD13C,-0.130688489,1
Enzalutamide,HHLA3,-0.080202033,1
Enzalutamide,AL158839.1,-0.996428138,1
Enzalutamide,CTH,-0.095899811,1
Enzalutamide,AL354872.2,-0.57537666,1
Enzalutamide,PTGER3,0.524509086,1
Enzalutamide,ZRANB2-AS1,0.826877309,1
Enzalutamide,ZRANB2,0.225335704,1
Enzalutamide,MIR186,-1.46989742,1
Enzalutamide,ZRANB2-AS2,0.724044182,1
Enzalutamide,GDI2P2,-0.601652506,1
Enzalutamide,RPL31P12,2.451972323,1
Enzalutamide,AL583808.1,-0.341935695,1
Enzalutamide,LRRIQ3,0.777561027,1
Enzalutamide,FPGT,0.18402468,1
Enzalutamide,FPGT-TNNI3K,-0.954641657,1
Enzalutamide,AC135803.1,-1.484841863,1
Enzalutamide,CRYZ,0.171147282,1
Enzalutamide,TYW3,0.114555467,1
Enzalutamide,SLC44A5,0.732425387,1
Enzalutamide,AL096829.1,0,1
Enzalutamide,AL137803.1,0.969927489,1
Enzalutamide,ACADM,0.038412924,1
Enzalutamide,DLSTP1,-0.788652566,1
Enzalutamide,RABGGTB,0.150124294,1
Enzalutamide,MSH4,-0.434104883,1
Enzalutamide,TPI1P1,-0.005339256,1
Enzalutamide,ST6GALNAC5,0.277005022,1
Enzalutamide,PIGK,0.162417022,1
Enzalutamide,AC113935.1,-0.057359518,1
Enzalutamide,AC093433.1,0,1
Enzalutamide,AK5,-0.771917967,1
Enzalutamide,AC118549.1,0.153647948,1
Enzalutamide,USP33,-0.033840474,1
Enzalutamide,MIGA1,0.144562932,1
Enzalutamide,AC138392.1,0.152196779,1
Enzalutamide,NSRP1P1,2.883928275,1
Enzalutamide,NEXN-AS1,-0.925082417,1
Enzalutamide,NEXN,-1.826448237,1
Enzalutamide,FUBP1,0.051860806,1
Enzalutamide,DNAJB4,0.079924147,1
Enzalutamide,GIPC2,0.858669531,1
Enzalutamide,AC103591.3,-0.027392736,1
Enzalutamide,AC103591.4,1.293037348,1
Enzalutamide,AC103591.1,-0.954654379,1
Enzalutamide,MGC27382,-3.852525194,1
Enzalutamide,PTGFR,-0.08589525,1
Enzalutamide,IFI44L,1.834609863,1
Enzalutamide,IFI44,0.019104564,1
Enzalutamide,AC104837.1,0.747865935,1
Enzalutamide,ADGRL4,0.312479288,1
Enzalutamide,PSAT1P3,1.291765942,1
Enzalutamide,RPL7P10,-0.954648706,1
Enzalutamide,AL357632.1,0.968930898,1
Enzalutamide,ADGRL2,-0.402580085,1
Enzalutamide,AL138799.1,0.011775686,1
Enzalutamide,TTLL7,0.069269854,1
Enzalutamide,TTLL7-IT1,0,1
Enzalutamide,AL359504.2,-0.277952646,1
Enzalutamide,PRKACB,0.32089575,1
Enzalutamide,AL359504.1,-1.886724098,1
Enzalutamide,AL450063.1,1.083062786,1
Enzalutamide,RF00410,1.857638426,1
Enzalutamide,SAMD13,0.185153914,1
Enzalutamide,AL359273.1,0.347647018,1
Enzalutamide,UOX,0.433857508,1
Enzalutamide,DNASE2B,-0.101809595,1
Enzalutamide,AL844170.1,0.153633495,1
Enzalutamide,RPF1,0.098316592,1
Enzalutamide,GNG5,-0.013607492,1
Enzalutamide,AL359762.3,-0.209375798,1
Enzalutamide,SPATA1,0.022821453,1
Enzalutamide,CTBS,0.02269648,1
Enzalutamide,AL359762.1,0.315772456,1
Enzalutamide,SSX2IP,-0.072422163,1
Enzalutamide,LPAR3,-0.354675207,1
Enzalutamide,MCOLN2,0.094133103,1
Enzalutamide,WDR63,1.849429129,1
Enzalutamide,MCOLN3,1.390575269,1
Enzalutamide,AL603750.1,-0.580456229,1
Enzalutamide,SYDE2,0.261550669,1
Enzalutamide,C1orf52,0.040918957,1
Enzalutamide,BCL10,-0.013525341,1
Enzalutamide,AL078459.1,0.590495407,1
Enzalutamide,DDAH1,-0.047994405,1
Enzalutamide,AL360219.1,1.05914396,1
Enzalutamide,AC092807.3,0.430043124,1
Enzalutamide,AC092807.2,-1.313413979,1
Enzalutamide,CYR61,-0.161275587,1
Enzalutamide,ZNHIT6,-0.023538207,1
Enzalutamide,COL24A1,1.327900809,1
Enzalutamide,ODF2L,0.233418894,1
Enzalutamide,CLCA2,-2.435591329,1
Enzalutamide,AL049597.2,1.129993927,1
Enzalutamide,SH3GLB1,-0.049008249,1
Enzalutamide,AL049597.1,0.013518566,1
Enzalutamide,SELENOF,-0.021831834,1
Enzalutamide,HS2ST1,0.13367639,1
Enzalutamide,AC093155.2,-1.468414949,1
